symbol,ivmean10,ivmean10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,ivmean1080,ivmean1080_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
LVS,0.3717,53.0,0.3896,57.0,0.3538,47.0,0.349,38.0,0.3077,32.0,0.3904,38.0
LVWR,1.6735,,0.4557,,2.8913,,1.6735,,0.4557,,2.8913,
LW,0.4644,94.0,0.4635,95.0,0.4652,94.0,0.4124,94.0,0.3693,88.0,0.4556,97.0
LWLG,1.1385,,1.1706,,1.1064,,1.0705,,1.0818,,1.0591,
LX,0.9248,,0.851,,0.9985,,0.9508,,0.8665,,1.035,
LXP,0.384,,0.343,,0.425,72.0,0.384,,0.343,,0.425,78.0
LXU,,,0.4641,26.0,,,,,0.4841,35.0,,
LYB,0.3329,72.0,0.2971,60.0,0.3688,80.0,0.2535,18.0,0.1488,8.0,0.3582,55.0
LYEL,,,,,1.3234,,,,,,1.3234,
LYFT,0.5528,,0.5608,,0.5447,,0.6161,,0.6103,,0.6219,
LYG,0.3368,35.0,0.3641,49.0,0.3094,17.0,0.3468,38.0,0.3641,52.0,0.3294,23.0
LYTS,0.4792,39.0,0.4288,31.0,0.5295,53.0,0.4326,33.0,0.4188,32.0,0.4463,33.0
LYV,0.3242,38.0,0.3273,38.0,0.3212,37.0,0.375,47.0,0.3693,47.0,0.3807,47.0
LZ,0.3756,49.0,0.3748,56.0,0.3763,52.0,0.4612,57.0,0.4285,60.0,0.4939,65.0
LZB,0.3534,38.0,0.3591,43.0,0.3476,33.0,0.4059,67.0,0.3995,69.0,0.4123,62.0
M,0.4193,53.0,0.4216,55.0,0.417,51.0,0.3316,23.0,0.2852,25.0,0.378,33.0
MA,0.1972,35.0,0.1969,34.0,0.1976,35.0,0.2319,14.0,0.2393,25.0,0.2245,12.0
MAA,0.2341,63.0,0.1777,31.0,0.2905,77.0,0.2101,55.0,0.2175,68.0,0.2027,35.0
MAC,0.368,67.0,0.3534,67.0,0.3825,67.0,0.3712,67.0,0.3374,69.0,0.4049,68.0
MAG,0.5955,78.0,0.4975,48.0,0.6935,90.0,0.473,38.0,0.4725,39.0,0.4735,39.0
MAGN,0.6703,,0.7,,0.6406,,0.6068,,0.6169,,0.5967,
MAIN,0.2292,61.0,0.2163,66.0,0.2421,56.0,0.2244,59.0,0.171,43.0,0.2779,72.0
MAKX,0.2392,,0.2486,,0.2298,,0.2324,,0.235,,0.2298,
MAMA,0.6504,,0.6593,,0.6415,,0.5643,,0.5565,,0.5721,
MAN,0.3571,71.0,0.3422,67.0,0.372,74.0,0.3208,62.0,0.2711,38.0,0.3705,75.0
MANH,0.3717,57.0,0.3644,55.0,0.379,60.0,0.4426,85.0,0.4472,86.0,0.438,84.0
MANU,0.7344,90.0,0.6109,88.0,0.8579,92.0,0.3748,79.0,0.3787,91.0,0.371,67.0
MAR,0.2869,60.0,0.2878,61.0,0.286,59.0,0.2877,56.0,0.2694,53.0,0.3061,57.0
MARA,0.8211,,0.8253,,0.8169,,0.9934,,0.9654,,1.0214,
MAS,0.2657,40.0,0.2639,42.0,0.2674,39.0,0.2896,48.0,0.2664,43.0,0.3129,53.0
MASI,0.449,81.0,0.4661,84.0,0.4318,76.0,0.4032,76.0,0.4002,74.0,0.4063,76.0
MASS,1.3204,,1.3989,,1.2419,,1.229,,1.1843,,1.2738,
MAT,0.3087,52.0,0.2693,38.0,0.3482,63.0,0.3209,56.0,0.3223,63.0,0.3196,43.0
MATV,0.767,,0.6161,,0.918,,0.5936,,0.5152,,0.6721,
MATW,0.5851,93.0,0.6212,93.0,0.5489,91.0,0.4766,95.0,0.4583,94.0,0.495,94.0
MATX,0.2922,19.0,0.2608,8.0,0.3237,36.0,0.3328,42.0,0.3207,42.0,0.345,41.0
MAX,0.8104,,0.8861,,0.7346,,0.7028,,0.671,,0.7346,
MAXI,,,,,2.8648,,,,,,1.182,
MAXN,1.2495,,0.8799,,1.6191,,1.2713,,0.6748,,1.8678,
MBB,0.068,77.0,0.05,70.0,0.0861,84.0,0.0803,75.0,0.0358,67.0,0.1248,79.0
MBI,0.6205,68.0,0.619,68.0,0.622,67.0,0.6422,74.0,0.6213,71.0,0.6631,75.0
MBIN,0.4114,,0.4576,,0.3652,,0.4114,,0.4576,,0.3652,
MBLY,0.7164,,0.6928,,0.74,,0.6891,,0.6633,,0.715,
MBOT,,,1.9061,,,,,,1.1196,,,
MBUU,0.6514,94.0,0.6999,96.0,0.6028,90.0,0.447,67.0,0.4788,79.0,0.4152,53.0
MBWM,0.3681,,0.3632,,0.373,,0.3722,,0.3632,,0.3811,
MC,0.4109,73.0,0.4446,81.0,0.3772,60.0,0.3952,87.0,0.373,87.0,0.4173,84.0
MCB,0.4586,,0.487,,0.4303,,0.4896,,0.4814,,0.4977,
MCBS,,,,,0.3246,,,,,,0.3246,
MCD,0.1713,46.0,0.1887,57.0,0.1538,32.0,0.2031,46.0,0.162,32.0,0.2442,59.0
MCFT,,,0.6931,85.0,,,,,0.5682,86.0,,
MCHI,0.3104,86.0,0.2986,84.0,0.3221,86.0,0.2766,83.0,0.2507,83.0,0.3025,78.0
MCHP,0.4639,86.0,0.4641,87.0,0.4637,85.0,0.4454,90.0,0.3982,84.0,0.4926,93.0
MCK,0.1993,27.0,0.2076,33.0,0.191,21.0,0.2739,55.0,0.2664,53.0,0.2814,60.0
MCO,0.2554,56.0,0.2751,64.0,0.2358,44.0,0.2424,40.0,0.2297,32.0,0.255,45.0
MCRB,1.774,93.0,1.9868,91.0,1.5611,91.0,1.571,93.0,1.581,88.0,1.5611,95.0
MCRI,0.2954,16.0,0.2736,13.0,0.3171,22.0,0.2755,17.0,0.2555,8.0,0.2956,21.0
MCS,,,0.5196,73.0,,,,,0.5196,77.0,,
MCW,0.5941,,0.626,,0.5622,,0.6639,,0.626,,0.7018,
MCY,0.4138,89.0,0.4032,89.0,0.4245,88.0,0.4756,97.0,0.4704,97.0,0.4809,97.0
MD,0.6234,89.0,0.6929,92.0,0.5539,84.0,0.5074,82.0,0.5184,84.0,0.4965,80.0
MDB,0.4972,,0.4864,,0.508,,0.5903,,0.5786,,0.6021,
MDGL,0.5222,,0.4914,,0.5529,,0.582,,0.5767,,0.5873,
MDLZ,0.2518,83.0,0.2579,85.0,0.2458,79.0,0.2433,84.0,0.2408,90.0,0.2458,67.0
MDT,0.2182,61.0,0.1538,16.0,0.2827,85.0,0.2152,34.0,0.2262,57.0,0.2041,7.0
MDU,0.3355,83.0,0.349,85.0,0.3219,78.0,0.3113,84.0,0.3007,84.0,0.3219,83.0
MDWD,0.7193,,0.7706,,0.668,,0.5189,,0.5215,,0.5163,
MDXG,,,0.3867,1.0,,,,,0.3867,1.0,,
MDY,0.1949,66.0,0.1751,59.0,0.2146,72.0,0.1814,38.0,0.1781,48.0,0.1847,16.0
MDYG,0.2054,,0.1703,,0.2405,,0.1824,,0.1578,,0.2071,
MDYV,0.1904,,0.1652,,0.2156,,0.187,,0.1585,,0.2156,
ME,1.6496,,1.7088,,1.5903,,1.3849,,1.3756,,1.3943,
MEC,,,0.3666,,,,,,0.3666,,,
MED,0.5414,63.0,0.5526,66.0,0.5301,60.0,0.578,67.0,0.5731,69.0,0.583,65.0
MEDP,0.393,,0.4003,,0.3856,,0.4102,,0.4077,,0.4128,
MEG,0.8866,93.0,0.9028,92.0,0.8705,91.0,0.8196,90.0,0.8224,91.0,0.8167,89.0
MEI,0.7996,94.0,0.6455,84.0,0.9538,98.0,0.6182,87.0,0.5397,80.0,0.6967,93.0
MELI,0.3713,36.0,0.3716,36.0,0.371,35.0,0.4006,20.0,0.3934,20.0,0.4077,22.0
MEOH,0.3899,53.0,0.383,52.0,0.3968,54.0,0.4036,60.0,0.3917,57.0,0.4155,62.0
MERC,0.4954,57.0,0.4486,45.0,0.5423,70.0,0.5462,82.0,0.55,85.0,0.5423,75.0
MESO,1.6704,,1.2422,,2.0987,,0.9494,,0.8563,,1.0424,
MET,0.2329,44.0,0.2392,49.0,0.2266,39.0,0.2444,33.0,0.1819,14.0,0.3068,51.0
META,0.3687,,0.3708,,0.3665,,0.3854,,0.3729,,0.3979,
METC,0.7434,,0.7244,,0.7623,,0.6584,,0.5814,,0.7353,
METU,0.7281,,0.7139,,0.7423,,0.7595,,0.7357,,0.7834,
MEXX,0.5654,,0.5542,,0.5766,,0.5109,,0.4452,,0.5766,
MFA,0.2846,47.0,0.1678,17.0,0.4014,74.0,0.2489,32.0,0.2558,57.0,0.242,26.0
MFC,0.2445,54.0,0.2553,61.0,0.2337,46.0,0.2478,56.0,0.2227,52.0,0.273,57.0
MFG,0.3184,,0.244,,0.3927,,0.2949,,0.1971,,0.3927,
MFIC,0.41,,0.5297,,0.2903,,0.211,,0.1316,,0.2903,
MFIN,0.6136,,0.5091,,0.718,,0.4784,,0.3695,,0.5872,
MG,,,0.54,70.0,,,,,0.54,78.0,,
MGA,0.3672,77.0,0.3565,75.0,0.3779,80.0,0.3318,68.0,0.2441,18.0,0.4196,88.0
MGC,0.2163,78.0,0.2432,87.0,0.1894,66.0,0.1804,63.0,0.1634,63.0,0.1975,62.0
MGEE,0.3354,78.0,0.319,77.0,0.3518,82.0,0.246,67.0,0.2265,55.0,0.2654,71.0
MGIC,0.3347,13.0,0.407,50.0,0.2624,2.0,0.3347,16.0,0.407,66.0,0.2624,1.0
MGK,0.2274,76.0,0.2223,76.0,0.2324,76.0,0.2241,73.0,0.2133,73.0,0.2349,72.0
MGM,0.364,50.0,0.3584,49.0,0.3695,51.0,0.3852,51.0,0.3962,57.0,0.3741,40.0
MGNI,0.6034,,0.5367,,0.6701,,0.6152,,0.6105,,0.6199,
MGNX,,,,,1.6006,94.0,,,,,1.0402,86.0
MGPI,0.5802,76.0,0.6407,86.0,0.5198,64.0,0.5694,81.0,0.5873,86.0,0.5515,77.0
MGRC,,,,,0.3264,61.0,,,,,0.3264,66.0
MGTX,0.7366,,0.8058,,0.6673,,0.7366,,0.8058,,0.6673,
MGV,0.1224,34.0,0.0946,17.0,0.1503,49.0,0.1192,13.0,0.0927,14.0,0.1457,16.0
MGY,0.3278,,0.2984,,0.3572,,0.3524,,0.3212,,0.3836,
MHK,0.3208,55.0,0.3214,55.0,0.3201,54.0,0.3727,69.0,0.37,68.0,0.3753,69.0
MHO,0.4288,51.0,0.3884,42.0,0.4692,59.0,0.4205,49.0,0.4135,48.0,0.4275,51.0
MIDD,0.2669,31.0,0.2542,26.0,0.2795,36.0,0.321,53.0,0.3219,54.0,0.32,52.0
MIDU,0.5563,67.0,0.553,68.0,0.5596,66.0,0.507,60.0,0.4898,60.0,0.5242,59.0
MILN,,,0.1643,,,,,,0.1296,,,
MIR,0.4762,53.0,0.4445,50.0,0.5078,56.0,0.4991,62.0,0.4904,69.0,0.5078,59.0
MIRM,0.4906,,0.4412,,0.5401,,0.552,,0.5401,,0.5639,
MISL,0.2622,,0.1683,,0.3561,,0.2621,,0.1681,,0.3561,
MITK,0.4528,13.0,0.4434,13.0,0.4622,17.0,0.497,26.0,0.4967,26.0,0.4974,27.0
MITT,,,0.2559,44.0,,,,,0.2559,50.0,,
MJ,0.5374,,0.5352,,0.5396,,0.5919,,0.5915,,0.5923,
MKC,0.292,94.0,0.2573,87.0,0.3268,96.0,0.229,71.0,0.1854,48.0,0.2727,88.0
MKFG,,,,,2.1572,,,,,,1.438,
MKL,0.1914,60.0,0.1935,60.0,0.1892,60.0,0.2365,78.0,0.2358,75.0,0.2372,79.0
MKSI,0.47,75.0,0.4908,79.0,0.4491,69.0,0.4758,82.0,0.4613,79.0,0.4902,84.0
MKTX,0.3233,62.0,0.3425,70.0,0.3041,50.0,0.3561,77.0,0.3532,79.0,0.359,75.0
ML,0.2333,,0.234,,0.2326,,0.1077,,0.0675,,0.1479,
MLCO,0.5404,59.0,0.5515,61.0,0.5293,57.0,0.5392,60.0,0.5081,53.0,0.5702,65.0
MLI,0.3772,73.0,0.3837,74.0,0.3706,70.0,0.3534,73.0,0.3581,74.0,0.3486,72.0
MLKN,0.5592,,0.5659,,0.5525,,0.5081,,0.5141,,0.5021,
MLM,0.231,18.0,0.2506,33.0,0.2113,7.0,0.2872,43.0,0.2774,41.0,0.297,44.0
MLNK,,,0.3981,,,,,,0.3981,,,
MLPA,,,,,0.1843,,,,,,0.2406,
MLPX,0.2128,,0.2039,,0.2216,,0.1843,,0.1424,,0.2262,
MLR,0.466,88.0,0.5136,90.0,0.4185,82.0,0.3998,91.0,0.3812,88.0,0.4185,90.0
MLTX,0.8218,,1.0498,,0.5939,,0.9125,,0.8911,,0.9339,
MLYS,1.1512,,1.3145,,0.9879,,0.8748,,0.9695,,0.7801,
MMC,0.1962,45.0,0.171,35.0,0.2214,56.0,0.1966,40.0,0.2004,47.0,0.1927,30.0
MMI,,,,,0.3546,46.0,,,,,0.3546,53.0
MMM,0.2573,80.0,0.2586,81.0,0.256,78.0,0.2952,92.0,0.2612,85.0,0.3292,92.0
MMS,0.32,64.0,0.3018,55.0,0.3383,73.0,0.298,64.0,0.2763,45.0,0.3196,78.0
MMSI,0.309,13.0,0.2875,11.0,0.3305,22.0,0.3034,13.0,0.2921,11.0,0.3146,17.0
MMTM,0.2513,,0.188,,0.3146,,0.2289,,0.1994,,0.2584,
MMYT,0.4662,31.0,0.4571,30.0,0.4754,36.0,0.4896,39.0,0.4865,39.0,0.4926,40.0
MNDY,0.4148,,0.3896,,0.44,,0.5418,,0.5388,,0.5449,
MNKD,0.586,20.0,0.6178,31.0,0.5543,14.0,0.4169,1.0,0.3154,1.0,0.5184,7.0
MNMD,0.7929,,0.8019,,0.7838,,0.9044,,0.8558,,0.9529,
MNRO,0.6149,97.0,0.7303,98.0,0.4995,90.0,0.5155,99.0,0.4897,98.0,0.5413,99.0
MNRS,0.7073,,0.615,,0.7996,,0.5755,,0.4804,,0.6706,
MNSO,0.8994,,0.8944,,0.9045,,0.5419,,0.5177,,0.5661,
MNST,0.2046,16.0,0.2062,19.0,0.203,20.0,0.2758,21.0,0.2713,23.0,0.2803,26.0
MO,0.1822,47.0,0.1477,25.0,0.2168,63.0,0.2198,48.0,0.2375,76.0,0.2021,17.0
MOD,0.7206,91.0,0.7086,87.0,0.7326,91.0,0.6441,92.0,0.6387,91.0,0.6495,90.0
MODG,0.7202,,0.7452,,0.6951,,0.6383,,0.6477,,0.6289,
MODV,1.1676,,1.1585,,1.1767,,1.1078,,1.098,,1.1176,
MOFG,,,0.3174,,,,,,0.3174,,,
MOH,0.3566,38.0,0.3922,53.0,0.3209,25.0,0.4175,71.0,0.4128,69.0,0.4222,71.0
MOMO,0.4628,24.0,0.4605,23.0,0.4652,25.0,0.5024,23.0,0.4817,16.0,0.5231,34.0
MOO,0.2151,57.0,0.1803,46.0,0.2499,69.0,0.1841,45.0,0.1803,50.0,0.188,34.0
MORN,0.2896,63.0,0.2634,55.0,0.3158,68.0,0.2802,57.0,0.2835,59.0,0.2769,56.0
MORT,,,,,0.3317,,,,,,0.315,
MOS,0.3257,34.0,0.3282,36.0,0.3232,32.0,0.3428,36.0,0.3188,32.0,0.3669,42.0
MOV,0.6157,75.0,0.5787,70.0,0.6527,79.0,0.4166,30.0,0.3252,2.0,0.5079,57.0
MP,0.6357,,0.6459,,0.6254,,0.6051,,0.5951,,0.6151,
MPAA,0.7476,92.0,0.7472,90.0,0.7481,92.0,0.7554,99.0,0.756,99.0,0.7549,99.0
MPB,,,,,0.4071,,,,,,0.4071,
MPC,0.2999,39.0,0.278,28.0,0.3218,51.0,0.3146,37.0,0.2729,35.0,0.3564,47.0
MPLX,0.1999,22.0,0.2012,28.0,0.1986,19.0,0.2316,24.0,0.139,32.0,0.3241,35.0
MPW,0.4284,76.0,0.412,76.0,0.4449,77.0,0.5005,82.0,0.4188,81.0,0.5822,83.0
MPWR,0.6656,96.0,0.7015,97.0,0.6297,94.0,0.5078,87.0,0.5172,90.0,0.4983,84.0
MPX,,,,,0.421,41.0,,,,,0.421,43.0
MQ,0.5542,,0.4964,,0.6119,,0.5838,,0.5692,,0.5983,
MQQQ,,,0.387,,,,,,0.3871,,,
MRAM,,,0.7162,,,,,,0.3698,,,
MRC,,,0.6054,77.0,,,,,0.416,50.0,,
MRCC,,,,,0.3478,,,,,,0.3478,
MRCY,0.4297,57.0,0.4248,56.0,0.4346,57.0,0.4424,71.0,0.451,73.0,0.4339,68.0
MRK,0.2272,64.0,0.2201,61.0,0.2343,66.0,0.249,67.0,0.1819,27.0,0.316,88.0
MRNA,0.612,,0.6117,,0.6124,,0.7252,,0.7407,,0.7096,
MRNY,,,,,1.4782,,,,,,1.4782,
MRP,0.5112,,0.4749,,0.5476,,0.4193,,0.4294,,0.4092,
MRTN,,,0.3653,48.0,,,,,0.3653,63.0,,
MRUS,0.5978,,0.6167,,0.5788,,0.5232,,0.5305,,0.5158,
MRVL,0.5148,75.0,0.5028,73.0,0.5268,76.0,0.5368,90.0,0.5317,90.0,0.5419,90.0
MRX,0.525,87.0,0.5543,89.0,0.4958,83.0,0.4306,81.0,0.4037,78.0,0.4574,84.0
MS,0.3136,63.0,0.3193,65.0,0.3078,60.0,0.2838,45.0,0.2299,24.0,0.3376,57.0
MSA,0.353,76.0,0.2642,39.0,0.4417,90.0,0.2615,31.0,0.2442,27.0,0.2788,38.0
MSB,1.026,100.0,1.1699,100.0,0.8821,96.0,0.4858,65.0,0.3994,54.0,0.5722,73.0
MSCI,0.2746,55.0,0.3192,74.0,0.2301,32.0,0.2798,57.0,0.2735,57.0,0.286,56.0
MSDL,,,,,0.3239,,,,,,0.269,
MSEX,0.409,89.0,0.5922,98.0,0.2258,5.0,0.2805,51.0,0.2595,41.0,0.3015,60.0
MSFL,0.4484,,0.4249,,0.4719,,0.4954,,0.4767,,0.5142,
MSFO,,,,,0.3031,,,,,,0.5288,
MSFT,0.23,57.0,0.2313,57.0,0.2287,55.0,0.2742,63.0,0.2825,71.0,0.2659,45.0
MSFU,0.4136,,0.4296,,0.3977,,0.4606,,0.4324,,0.4889,
MSGE,0.4792,,0.4223,,0.5361,,0.3371,,0.3193,,0.3549,
MSGS,0.21,,0.2019,,0.218,,0.2404,,0.2367,,0.2442,
MSI,0.2196,54.0,0.1952,41.0,0.244,65.0,0.2452,57.0,0.2328,60.0,0.2577,48.0
MSM,0.3584,83.0,0.3629,86.0,0.3539,78.0,0.2988,68.0,0.2599,52.0,0.3376,80.0
MSOS,0.5948,,0.58,,0.6096,,0.7891,,0.7737,,0.8045,
MSOX,1.3445,,1.4974,,1.1915,,1.3573,,1.0067,,1.708,
MSTR,0.8014,88.0,0.7932,88.0,0.8096,88.0,0.8685,92.0,0.8561,93.0,0.8809,89.0
MSTX,1.4897,,1.4652,,1.5141,,1.6434,,1.5642,,1.7226,
MSTY,0.5218,,0.5264,,0.5172,,0.8399,,0.179,,1.5008,
MT,0.3963,51.0,0.3928,51.0,0.3998,51.0,0.3395,16.0,0.3418,26.0,0.3372,10.0
MTA,0.6353,,0.69,,0.5806,,0.6353,,0.69,,0.5806,
MTB,0.3027,71.0,0.3039,72.0,0.3015,69.0,0.274,61.0,0.2368,57.0,0.3113,65.0
MTCH,0.3908,34.0,0.3762,30.0,0.4053,39.0,0.3941,16.0,0.3915,22.0,0.3967,13.0
MTD,0.2976,75.0,0.3017,76.0,0.2934,72.0,0.3185,84.0,0.3151,84.0,0.3219,85.0
MTDR,0.3804,20.0,0.3814,21.0,0.3794,19.0,0.3742,10.0,0.3452,5.0,0.4031,18.0
MTG,0.3012,35.0,0.274,26.0,0.3283,42.0,0.2546,10.0,0.2309,8.0,0.2783,16.0
MTH,0.4382,67.0,0.4414,68.0,0.435,66.0,0.3937,48.0,0.3588,33.0,0.4286,59.0
MTLS,0.5475,,0.5733,,0.5217,,0.568,,0.5733,,0.5626,
MTN,0.2966,50.0,0.2989,52.0,0.2944,49.0,0.3004,49.0,0.3046,57.0,0.2963,41.0
MTRN,0.3569,49.0,0.3612,53.0,0.3526,47.0,0.3588,57.0,0.351,54.0,0.3666,59.0
MTSI,0.4038,25.0,0.3685,15.0,0.4392,36.0,0.4812,49.0,0.479,47.0,0.4835,50.0
MTUS,0.4352,,0.4851,,0.3854,,0.3788,,0.3805,,0.3772,
MTW,0.5058,59.0,0.4823,53.0,0.5292,65.0,0.5042,56.0,0.5056,57.0,0.5027,52.0
MTX,0.2854,46.0,0.2811,47.0,0.2897,50.0,0.2854,50.0,0.2811,49.0,0.2897,53.0
MTZ,0.4706,62.0,0.4421,55.0,0.4991,67.0,0.4444,53.0,0.4378,53.0,0.451,54.0
MU,0.8189,94.0,0.8183,94.0,0.8194,94.0,0.4942,71.0,0.4876,69.0,0.5007,72.0
MUB,0.0575,64.0,0.0401,50.0,0.0749,71.0,0.0903,81.0,0.0401,69.0,0.1405,82.0
MUFG,0.2606,,0.2182,,0.303,,0.2698,,0.2561,,0.2834,
MULL,2.2939,,2.376,,2.2118,,0.9978,,0.9777,,1.018,
MUNI,,,,,0.0708,35.0,,,,,0.1082,65.0
MUR,0.4792,78.0,0.4337,73.0,0.5247,82.0,0.3983,71.0,0.358,64.0,0.4386,72.0
MURA,,,1.7585,,,,,,1.7585,,,
MUSA,0.2906,52.0,0.2794,48.0,0.3019,57.0,0.3054,74.0,0.2971,71.0,0.3138,75.0
MUX,0.528,8.0,0.5241,9.0,0.5319,10.0,0.5314,3.0,0.5285,4.0,0.5342,4.0
MVIS,1.6734,93.0,1.6058,92.0,1.7409,93.0,1.2716,89.0,1.1982,85.0,1.3449,91.0
MVO,,,,,0.9828,92.0,,,,,1.4153,99.0
MVST,1.859,,2.1859,,1.5321,,2.3156,,2.9026,,1.7286,
MVV,0.3883,60.0,0.3788,59.0,0.3978,61.0,0.3539,44.0,0.3413,44.0,0.3665,43.0
MWA,,,0.45,70.0,,,,,0.3774,63.0,,
MX,,,0.5328,47.0,,,,,0.5328,56.0,,
MXI,0.218,65.0,0.1899,62.0,0.2461,68.0,0.1966,49.0,0.1682,57.0,0.2251,36.0
MXL,0.6367,88.0,0.668,91.0,0.6054,81.0,0.6712,98.0,0.6449,96.0,0.6976,99.0
MYE,0.5226,86.0,0.5138,83.0,0.5314,85.0,0.4908,91.0,0.4556,86.0,0.526,91.0
MYGN,,,0.7267,85.0,,,,,0.7267,94.0,,
MYO,0.8758,,0.8056,,0.9459,,0.8693,,0.8535,,0.8851,
MYRG,0.6445,97.0,0.6368,96.0,0.6522,97.0,0.4536,89.0,0.4586,89.0,0.4486,87.0
MYTE,0.7656,,0.7757,,0.7556,,0.729,,0.7131,,0.7449,
MYY,,,,,0.2413,,,,,,0.2413,
MZZ,,,0.5082,79.0,,,,,0.5082,78.0,,
NABL,0.4484,,0.4072,,0.4897,,0.4659,,0.4421,,0.4897,
NAGE,1.0727,,0.985,,1.1603,,0.9624,,0.9014,,1.0234,
NAIL,0.9957,,0.9872,,1.0042,,0.8395,,0.7482,,0.9308,
NAK,1.5042,90.0,1.4949,88.0,1.5134,90.0,1.3288,87.0,1.3848,87.0,1.2729,87.0
NAMS,0.7282,,0.632,,0.8243,,0.7233,,0.6361,,0.8106,
NANR,0.169,,0.1682,,0.1697,,0.1752,,0.1808,,0.1697,
NAT,0.4422,57.0,0.342,38.0,0.5424,66.0,0.3976,37.0,0.2489,17.0,0.5463,54.0
NATL,0.465,,0.4613,,0.4686,,0.5092,,0.5034,,0.5151,
NAVI,0.4139,67.0,0.4534,78.0,0.3744,46.0,0.3594,53.0,0.3138,51.0,0.405,54.0
NBBK,,,,,0.3466,,,,,,0.262,
NBHC,,,0.5644,94.0,,,,,0.3002,69.0,,
NBIS,0.8602,,0.8571,,0.8634,,0.905,,0.8796,,0.9305,
NBIX,0.4532,44.0,0.4849,55.0,0.4214,35.0,0.3376,10.0,0.3384,10.0,0.3368,10.0
NBR,0.7302,83.0,0.7801,86.0,0.6802,79.0,0.7231,86.0,0.6948,85.0,0.7514,87.0
NBTB,,,0.3511,65.0,,,,,0.2831,56.0,,
NCLH,0.5759,81.0,0.5806,81.0,0.5712,81.0,0.5246,75.0,0.4898,70.0,0.5593,80.0
NCMI,0.5,57.0,0.4744,57.0,0.5255,59.0,0.4934,62.0,0.4613,63.0,0.5255,63.0
NCNO,0.6146,,0.6247,,0.6045,,0.4364,,0.4316,,0.4411,
NDAQ,0.2197,39.0,0.2271,44.0,0.2123,32.0,0.2346,31.0,0.202,22.0,0.2673,48.0
NDSN,0.2707,53.0,0.2612,49.0,0.2802,55.0,0.277,53.0,0.2692,52.0,0.2848,54.0
NE,0.4439,59.0,0.4438,60.0,0.444,57.0,0.4532,63.0,0.3249,28.0,0.5814,79.0
NECB,0.3726,,0.2882,,0.4569,,0.3264,,0.2882,,0.3645,
NEE,0.3236,96.0,0.3684,99.0,0.2788,89.0,0.2978,97.0,0.2513,87.0,0.3444,98.0
NEM,0.3294,53.0,0.3331,56.0,0.3257,51.0,0.3369,44.0,0.3032,32.0,0.3706,62.0
NEO,0.9059,92.0,0.7575,82.0,1.0543,98.0,0.5268,53.0,0.5467,59.0,0.5068,49.0
NEOG,,,0.5111,84.0,,,,,0.481,95.0,,
NEON,2.1492,,2.4759,,1.8224,,1.5076,,1.5134,,1.5017,
NERD,,,0.2502,,,,,,0.2502,,,
NET,0.5144,,0.5111,,0.5176,,0.5434,,0.5393,,0.5474,
NETL,0.1821,18.0,0.1435,7.0,0.2208,28.0,0.184,14.0,0.1278,6.0,0.2401,28.0
NEU,0.2122,38.0,0.2166,41.0,0.2078,34.0,0.2328,39.0,0.2165,35.0,0.2491,45.0
NEWT,0.4116,,0.3829,64.0,0.4404,59.0,0.4108,,0.3829,82.0,0.4386,66.0
NEXA,0.3743,,0.2367,,0.5119,,0.3518,,0.2571,,0.4465,
NEXN,,,0.6694,,,,,,0.6694,,,
NEXT,0.7118,,0.7157,,0.7079,,0.6412,,0.6276,,0.6547,
NFE,1.1069,,1.1639,,1.0499,,0.8824,,0.7958,,0.9691,
NFG,0.2597,57.0,0.177,12.0,0.3424,86.0,0.2311,49.0,0.2275,56.0,0.2347,38.0
NFLX,0.3418,31.0,0.3448,33.0,0.3389,30.0,0.3839,19.0,0.3782,30.0,0.3896,20.0
NFLY,0.2908,,0.2029,,0.3788,,0.4369,,0.1126,,0.7612,
NFRA,,,0.1266,,,,,,0.1266,,,
NFTY,0.1827,,0.1621,,0.2033,,0.1827,,0.1621,,0.2033,
NG,0.6002,71.0,0.6516,81.0,0.5488,59.0,0.5884,67.0,0.5607,56.0,0.6162,76.0
NGD,0.4409,12.0,0.418,8.0,0.4639,18.0,0.527,18.0,0.4942,8.0,0.5599,37.0
NGG,0.2146,69.0,0.2232,79.0,0.2061,56.0,0.2153,74.0,0.1419,39.0,0.2887,86.0
NGL,,,0.7107,84.0,,,,,0.5405,80.0,,
NGNE,1.5266,,1.4743,,1.5789,,0.8696,,0.9339,,0.8053,
NGS,0.755,93.0,1.0962,98.0,0.4138,37.0,0.4717,64.0,0.4943,70.0,0.4491,56.0
NGVC,0.5124,41.0,0.5296,47.0,0.4951,37.0,0.5354,62.0,0.5257,60.0,0.545,62.0
NGVT,0.4514,71.0,0.5034,82.0,0.3994,57.0,0.4126,78.0,0.4101,77.0,0.4151,79.0
NHC,0.2661,73.0,0.2761,76.0,0.2561,66.0,0.2659,86.0,0.2635,87.0,0.2683,84.0
NHI,0.2187,49.0,0.2285,61.0,0.2089,39.0,0.2153,52.0,0.2285,73.0,0.2021,25.0
NHTC,,,,,0.3219,1.0,,,,,0.4712,5.0
NI,0.2126,51.0,0.2211,62.0,0.2042,42.0,0.2208,57.0,0.2282,68.0,0.2135,46.0
NIC,0.2661,,0.2695,,0.2627,,0.2635,,0.2595,,0.2675,
